npm,acc,nom,npa,noa,cbo,amloc,lcom4,dit,noc,accm,_module,loc,_filename,anpm,mmloc,rfc,sc,folder,type
5,2,5,0,4,2,20,3,0,0,2.6,DSMatcher,100,"['dstream/dsmain/DSMatcher.h', 'dstream/dsmain/DSMatcher.cpp']",4.4,51,28,6,depthstream-master,vision
1,0,1,0,0,0,1,1,0,0,1,DSProcess,1,['dstream/dsmain/DSProcess.h'],0,1,1,0,depthstream-master,vision
6,7,6,13,19,0,10.1666666666667,3,0,0,1.5,DSRectifier,61,"['dstream/dsmain/DSRectifier.h', 'dstream/dsmain/DSRectifier.cpp']",0.5,34,33,0,depthstream-master,vision
12,2,12,0,9,1,9.58333333333333,2,0,0,2,DSStream,115,"['dstream/dsmain/DSStream.h', 'dstream/dsmain/DSStream.cpp']",1.41666666666667,20,62,2,depthstream-master,vision
6,1,6,7,7,4,28,1,0,0,2.33333333333333,dsmeasure/main,168,['dstream/dsmeasure/main.cpp'],4,117,36,4,depthstream-master,vision
9,0,9,0,0,1,13.6666666666667,9,0,0,1.11111111111111,dsmeasure/support,123,['dstream/dsmeasure/support.h'],2,25,15,9,depthstream-master,vision
5,0,5,0,0,3,76.2,1,0,0,9.4,evaluate_flow,381,['dstream/kitteval/devkit/cpp/evaluate_flow.cpp'],2.6,188,36,3,depthstream-master,vision
4,0,4,0,0,3,92,1,0,0,11.25,evaluate_stereo,368,['dstream/kitteval/devkit/cpp/evaluate_stereo.cpp'],3,226,29,3,depthstream-master,vision
23,3,26,3,3,0,10.7307692307692,1,0,0,3,DisparityImage,279,['dstream/kitteval/devkit/cpp/io_disp.h'],1.15384615384615,79,93,0,depthstream-master,vision
23,4,27,3,3,0,10.8518518518519,1,0,0,3.03703703703704,FlowImage,293,['dstream/kitteval/devkit/cpp/io_flow.h'],1.55555555555556,95,103,0,depthstream-master,vision
14,0,16,3,3,0,4.375,1,0,0,1.5625,IntegerImage,70,['dstream/kitteval/devkit/cpp/io_integer.h'],1.0625,12,51,0,depthstream-master,vision
5,4,5,0,1,0,8.8,1,0,0,2,Mail,44,['dstream/kitteval/devkit/cpp/mail.h'],2,13,10,0,depthstream-master,vision
5,2,5,0,0,0,7.6,5,0,0,3,utils,38,['dstream/kitteval/devkit/cpp/utils.h'],2.8,11,5,0,depthstream-master,vision
16,19,28,7,8,6,17.4642857142857,8,0,1,2.39285714285714,bgui::BaseWindow,489,['dstream/middeval/middlebury/cvkit_src/bgui/basewindow.h'],1.46428571428571,149,147,48,depthstream-master,vision
0,23,0,30,30,0,0,0,0,0,0,bgui::BaseWindowData,0,['dstream/middeval/middlebury/cvkit_src/bgui/basewindow_win32.cc'],0,0,0,0,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,bgui::@127::WindowsException,0,['dstream/middeval/middlebury/cvkit_src/bgui/basewindow_win32.cc'],0,0,0,0,depthstream-master,vision
2,0,2,0,11,2,23,1,1,0,3.5,bgui::PaintBufferFct,46,['dstream/middeval/middlebury/cvkit_src/bgui/basewindow_x11.cc'],3.5,35,27,2,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,bgui::@123::X11Exception,0,['dstream/middeval/middlebury/cvkit_src/bgui/basewindow_x11.cc'],0,0,0,0,depthstream-master,vision
4,0,7,0,12,8,53.4285714285714,2,2,0,7.71428571428571,bgui::FileImageWindow,374,"['dstream/middeval/middlebury/cvkit_src/bgui/fileimagewindow.h', 'dstream/middeval/middlebury/cvkit_src/bgui/fileimagewindow.cc']",3.85714285714286,141,92,16,depthstream-master,vision
16,0,16,0,5,4,30.5625,1,1,0,4.5,bgui::ImageAdapter,489,['dstream/middeval/middlebury/cvkit_src/bgui/imageadapter.h'],1.6875,244,101,4,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,imageadapterbase,0,['dstream/middeval/middlebury/cvkit_src/bgui/imageadapterbase.h'],0,0,0,0,depthstream-master,vision
30,24,30,0,9,0,3.3,12,0,1,1.26666666666667,bgui::ImageAdapterBase,99,['dstream/middeval/middlebury/cvkit_src/bgui/imageadapterbase.h'],0.666666666666667,59,58,0,depthstream-master,vision
15,10,17,0,9,2,37.8823529411765,5,1,2,6.17647058823529,bgui::ImageWindow,644,"['dstream/middeval/middlebury/cvkit_src/bgui/imagewindow.h', 'dstream/middeval/middlebury/cvkit_src/bgui/imagewindow.cc']",2.94117647058824,269,154,10,depthstream-master,vision
6,0,8,0,10,3,18,4,2,0,3.125,bgui::ListImageWindow,144,"['dstream/middeval/middlebury/cvkit_src/bgui/listimagewindow.h', 'dstream/middeval/middlebury/cvkit_src/bgui/listimagewindow.cc']",3,52,49,12,depthstream-master,vision
17,0,17,0,5,2,12.1764705882353,1,0,0,2.76470588235294,gimage::Histogram,207,"['dstream/middeval/middlebury/cvkit_src/gimage/analysis.h', 'dstream/middeval/middlebury/cvkit_src/gimage/analysis.cc']",1.11764705882353,30,110,2,depthstream-master,vision
11,0,11,0,0,2,13,10,0,0,3.18181818181818,arithmetic,143,['dstream/middeval/middlebury/cvkit_src/gimage/arithmetic.h'],2.36363636363636,19,56,20,depthstream-master,vision
8,0,8,0,0,1,25.625,6,0,0,3.875,color,205,['dstream/middeval/middlebury/cvkit_src/gimage/color.h'],3.625,54,47,6,depthstream-master,vision
12,0,12,0,0,3,14.0833333333333,11,1,0,2.5,gimage::GDALImageIO,169,"['dstream/middeval/middlebury/cvkit_src/gimage/gdal_io.h', 'dstream/middeval/middlebury/cvkit_src/gimage/gdal_io.cc']",2.91666666666667,93,26,33,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,gimage::PixelTraits,0,['dstream/middeval/middlebury/cvkit_src/gimage/image.h'],0,0,0,0,depthstream-master,vision
7,0,7,0,0,0,1,7,0,0,1,gimage::PixelTraits< gutil::uint32 >,7,['dstream/middeval/middlebury/cvkit_src/gimage/image.h'],0.428571428571429,1,7,0,depthstream-master,vision
7,0,7,0,0,0,1,7,0,0,1,gimage::PixelTraits< gutil::uint16 >,7,['dstream/middeval/middlebury/cvkit_src/gimage/image.h'],0.428571428571429,1,7,0,depthstream-master,vision
7,0,7,0,0,0,1,7,0,0,1,gimage::PixelTraits< gutil::uint8 >,7,['dstream/middeval/middlebury/cvkit_src/gimage/image.h'],0.428571428571429,1,7,0,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,image,0,['dstream/middeval/middlebury/cvkit_src/gimage/image.h'],0,0,0,0,depthstream-master,vision
32,60,32,0,7,0,11.65625,32,0,0,1,gimage::Image,373,['dstream/middeval/middlebury/cvkit_src/gimage/image.h'],1.59375,53,32,0,depthstream-master,vision
7,0,7,0,0,0,1,7,0,0,1,gimage::PixelTraits< float >,7,['dstream/middeval/middlebury/cvkit_src/gimage/image.h'],0.428571428571429,1,7,0,depthstream-master,vision
3,8,3,0,0,1,13.3333333333333,2,0,0,2.66666666666667,io,40,"['dstream/middeval/middlebury/cvkit_src/gimage/io.cc', 'dstream/middeval/middlebury/cvkit_src/gimage/io.h']",0.666666666666667,34,5,2,depthstream-master,vision
12,16,12,0,0,3,7.33333333333333,10,0,5,1.5,gimage::BasicImageIO,88,"['dstream/middeval/middlebury/cvkit_src/gimage/io.h', 'dstream/middeval/middlebury/cvkit_src/gimage/io.cc']",3.08333333333333,25,28,30,depthstream-master,vision
12,8,13,0,1,2,10.6153846153846,1,0,0,1.53846153846154,gimage::ImageIO,138,"['dstream/middeval/middlebury/cvkit_src/gimage/io.h', 'dstream/middeval/middlebury/cvkit_src/gimage/io.cc']",3.07692307692308,29,48,2,depthstream-master,vision
5,0,5,0,0,3,55.4,2,1,0,7.6,gimage::JPEGImageIO,277,"['dstream/middeval/middlebury/cvkit_src/gimage/jpeg_io.h', 'dstream/middeval/middlebury/cvkit_src/gimage/jpeg_io.cc']",3,163,21,6,depthstream-master,vision
4,0,4,0,0,2,40,3,0,0,9.75,paint,160,['dstream/middeval/middlebury/cvkit_src/gimage/paint.h'],5.75,101,22,6,depthstream-master,vision
7,0,7,0,0,3,93.8571428571429,2,1,0,12.4285714285714,gimage::PNGImageIO,657,"['dstream/middeval/middlebury/cvkit_src/gimage/png_io.h', 'dstream/middeval/middlebury/cvkit_src/gimage/png_io.cc']",3.42857142857143,190,36,6,depthstream-master,vision
9,0,9,0,0,5,72.2222222222222,2,1,0,11.6666666666667,gimage::PNMImageIO,650,"['dstream/middeval/middlebury/cvkit_src/gimage/pnm_io.h', 'dstream/middeval/middlebury/cvkit_src/gimage/pnm_io.cc']",3.66666666666667,231,65,10,depthstream-master,vision
7,0,7,0,0,2,47.1428571428571,2,1,0,7.28571428571429,gimage::RAWImageIO,330,"['dstream/middeval/middlebury/cvkit_src/gimage/raw_io.h', 'dstream/middeval/middlebury/cvkit_src/gimage/raw_io.cc']",3.42857142857143,134,36,4,depthstream-master,vision
3,1,3,0,0,2,29.6666666666667,3,0,0,6,size,89,['dstream/middeval/middlebury/cvkit_src/gimage/size.h'],3,37,17,6,depthstream-master,vision
6,2,6,0,0,11,83,3,0,0,11.8333333333333,view,498,"['dstream/middeval/middlebury/cvkit_src/gimage/view.cc', 'dstream/middeval/middlebury/cvkit_src/gimage/view.h']",3.66666666666667,193,48,33,depthstream-master,vision
11,2,11,0,3,3,11.1818181818182,1,0,0,2.09090909090909,gimage::View,123,"['dstream/middeval/middlebury/cvkit_src/gimage/view.h', 'dstream/middeval/middlebury/cvkit_src/gimage/view.cc']",0.454545454545455,40,56,3,depthstream-master,vision
0,0,0,4,4,0,0,0,0,0,0,gmath::@103::DistortionParameter,0,['dstream/middeval/middlebury/cvkit_src/gmath/camera.cc'],0,0,0,0,depthstream-master,vision
0,0,0,4,4,0,0,0,0,0,0,camera,0,['dstream/middeval/middlebury/cvkit_src/gmath/camera.cc'],0,0,0,0,depthstream-master,vision
21,0,21,0,5,5,11.2380952380952,3,1,0,1.57142857142857,gmath::PinholeCamera,236,"['dstream/middeval/middlebury/cvkit_src/gmath/camera.h', 'dstream/middeval/middlebury/cvkit_src/gmath/camera.cc']",1.28571428571429,40,85,15,depthstream-master,vision
14,0,14,0,2,4,7,2,1,0,1.28571428571429,gmath::OrthoCamera,98,"['dstream/middeval/middlebury/cvkit_src/gmath/camera.h', 'dstream/middeval/middlebury/cvkit_src/gmath/camera.cc']",1.28571428571429,22,52,8,depthstream-master,vision
29,24,30,0,8,1,2.96666666666667,8,0,2,1.2,gmath::Camera,89,"['dstream/middeval/middlebury/cvkit_src/gmath/camera.h', 'dstream/middeval/middlebury/cvkit_src/gmath/camera.cc']",1,20,79,8,depthstream-master,vision
6,0,6,0,0,2,21.6666666666667,6,0,0,5,dmatrix,130,['dstream/middeval/middlebury/cvkit_src/gmath/dmatrix.h'],1.83333333333333,57,16,12,depthstream-master,vision
27,10,28,0,4,1,9.39285714285714,1,0,0,2.21428571428571,gmath::DMatrix,263,['dstream/middeval/middlebury/cvkit_src/gmath/dmatrix.h'],1.14285714285714,21,126,1,depthstream-master,vision
24,15,25,0,2,0,9.2,1,0,0,2.04,gmath::DVector,230,['dstream/middeval/middlebury/cvkit_src/gmath/dvector.h'],1.08,18,79,0,depthstream-master,vision
5,0,5,0,0,2,16.6,5,0,0,2.8,dvector,83,['dstream/middeval/middlebury/cvkit_src/gmath/dvector.h'],1.8,36,11,10,depthstream-master,vision
22,4,22,1,1,6,48.4545454545455,12,0,0,7,linalg,1066,"['dstream/middeval/middlebury/cvkit_src/gmath/linalg.cc', 'dstream/middeval/middlebury/cvkit_src/gmath/linalg.h']",1.90909090909091,510,58,72,depthstream-master,vision
4,1,4,0,0,5,412.25,2,0,0,2,minpack,1649,"['dstream/middeval/middlebury/cvkit_src/gmath/minpack.cc', 'dstream/middeval/middlebury/cvkit_src/gmath/minpack.h']",17,792,15,10,depthstream-master,vision
1,7,1,0,0,0,199,1,0,0,1,dpmpar,199,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/dpmpar.c'],1,199,1,0,depthstream-master,vision
1,6,1,0,0,0,207,1,0,0,23,enorm,207,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/enorm.c'],2,207,1,0,depthstream-master,vision
0,0,0,4,4,0,0,0,0,0,0,Vardesc,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,3,3,0,0,0,0,0,0,cllist,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,5,5,0,0,0,0,0,0,cilist,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,9,9,0,0,0,0,0,0,olist,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,2,2,0,0,0,0,0,0,alist,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,f2c,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,2,2,0,0,0,0,0,0,doublecomplex,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,3,3,0,0,0,0,0,0,Namelist,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,26,26,0,0,0,0,0,0,inlist,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,7,7,0,0,0,0,0,0,Multitype,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,2,2,0,0,0,0,0,0,complex,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
0,0,0,6,6,0,0,0,0,0,0,icilist,0,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/f2c.h'],0,0,0,0,depthstream-master,vision
1,2,1,1,1,1,163,1,0,0,7,fdjac2,163,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/fdjac2.c'],11,163,3,1,depthstream-master,vision
1,0,1,2,2,4,788,1,0,0,84,lmder,788,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/lmder.c'],25,788,7,4,depthstream-master,vision
1,0,1,2,2,5,792,1,0,0,83,lmdif,792,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/lmdif.c'],25,792,8,5,depthstream-master,vision
1,4,1,1,1,3,477,1,0,0,39,lmpar,477,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/lmpar.c'],12,477,5,3,depthstream-master,vision
1,4,1,1,1,2,301,1,0,0,24,qrfac,301,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/qrfac.c'],10,301,4,2,depthstream-master,vision
1,1,1,0,0,0,342,1,0,0,26,qrsolv,342,['dstream/middeval/middlebury/cvkit_src/gmath/minpack/qrsolv.c'],9,342,1,0,depthstream-master,vision
5,38,5,0,0,2,26,4,0,0,5.2,polynomial,130,"['dstream/middeval/middlebury/cvkit_src/gmath/polynomial.cc', 'dstream/middeval/middlebury/cvkit_src/gmath/polynomial.h']",2,53,16,8,depthstream-master,vision
21,5,23,0,3,0,11.695652173913,1,0,0,2.21739130434783,gmath::Polynomial,269,"['dstream/middeval/middlebury/cvkit_src/gmath/polynomial.h', 'dstream/middeval/middlebury/cvkit_src/gmath/polynomial.cc']",1,25,98,0,depthstream-master,vision
22,1,22,0,1,0,7.95454545454545,22,0,0,1,gmath::SMatrix,175,['dstream/middeval/middlebury/cvkit_src/gmath/smatrix.h'],1,13,22,0,depthstream-master,vision
6,5,6,0,0,0,15.8333333333333,6,0,0,3.83333333333333,smatrix,95,['dstream/middeval/middlebury/cvkit_src/gmath/smatrix.h'],1.83333333333333,27,6,0,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,sturmchain,0,['dstream/middeval/middlebury/cvkit_src/gmath/sturmchain.h'],0,0,0,0,depthstream-master,vision
8,1,8,0,2,2,16.625,1,0,0,2.75,gmath::SturmChain,133,['dstream/middeval/middlebury/cvkit_src/gmath/sturmchain.h'],0.625,41,23,2,depthstream-master,vision
5,6,5,0,0,0,12,5,0,0,2.2,svector,60,['dstream/middeval/middlebury/cvkit_src/gmath/svector.h'],1.8,21,5,0,depthstream-master,vision
22,2,22,0,1,0,7.5,22,0,0,1,gmath::SVector,165,['dstream/middeval/middlebury/cvkit_src/gmath/svector.h'],1.36363636363636,11,22,0,depthstream-master,vision
1,3,1,0,0,0,8,1,0,0,1,exception,8,"['dstream/middeval/middlebury/cvkit_src/gutil/exception.cc', 'dstream/middeval/middlebury/cvkit_src/gutil/exception.h']",1,8,1,0,depthstream-master,vision
1,0,1,0,0,0,2,1,2,0,1,gutil::InvalidArgumentException,2,"['dstream/middeval/middlebury/cvkit_src/gutil/exception.h', 'dstream/middeval/middlebury/cvkit_src/gutil/exception.cc']",1,2,1,0,depthstream-master,vision
5,9,5,0,1,1,12.6,3,1,3,2.2,gutil::Exception,63,"['dstream/middeval/middlebury/cvkit_src/gutil/exception.h', 'dstream/middeval/middlebury/cvkit_src/gutil/exception.cc']",0.4,29,9,3,depthstream-master,vision
1,0,1,0,0,0,2,1,2,0,1,gutil::IOException,2,"['dstream/middeval/middlebury/cvkit_src/gutil/exception.h', 'dstream/middeval/middlebury/cvkit_src/gutil/exception.cc']",1,2,1,0,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,fixedint,0,['dstream/middeval/middlebury/cvkit_src/gutil/fixedint.h'],0,0,0,0,depthstream-master,vision
4,19,4,0,0,0,3.25,4,0,0,1.25,misc,13,"['dstream/middeval/middlebury/cvkit_src/gutil/misc.h', 'dstream/middeval/middlebury/cvkit_src/gutil/misc.cc']",2,10,4,0,depthstream-master,vision
9,4,9,0,6,1,20.8888888888889,1,0,0,4.11111111111111,gutil::Parameter,188,"['dstream/middeval/middlebury/cvkit_src/gutil/parameter.h', 'dstream/middeval/middlebury/cvkit_src/gutil/parameter.cc']",1.22222222222222,59,35,1,depthstream-master,vision
6,1,6,0,2,0,5.66666666666667,2,0,0,1,gutil::ProcTime,34,['dstream/middeval/middlebury/cvkit_src/gutil/proctime.h'],0,8,13,0,depthstream-master,vision
17,14,17,0,1,2,12.1764705882353,2,0,0,2.17647058823529,gutil::Properties,207,"['dstream/middeval/middlebury/cvkit_src/gutil/properties.h', 'dstream/middeval/middlebury/cvkit_src/gutil/properties.cc']",1.76470588235294,50,46,4,depthstream-master,vision
4,0,4,0,1,0,2.5,4,0,0,1,gutil::Semaphore,10,['dstream/middeval/middlebury/cvkit_src/gutil/semaphore.h'],0.25,4,5,0,depthstream-master,vision
0,0,0,4,4,0,0,0,0,0,0,gutil::SemaphoreData,0,['dstream/middeval/middlebury/cvkit_src/gutil/semaphore_cpp11.cc'],0,0,0,0,depthstream-master,vision
1,1,1,0,0,2,20,1,0,0,4,thread,20,['dstream/middeval/middlebury/cvkit_src/gutil/thread.h'],4,20,3,2,depthstream-master,vision
1,3,1,0,0,0,1,1,0,1,1,gutil::ThreadFunction,1,['dstream/middeval/middlebury/cvkit_src/gutil/thread.h'],3,1,1,0,depthstream-master,vision
7,1,7,0,1,1,3.28571428571429,7,0,0,1,gutil::Thread,23,['dstream/middeval/middlebury/cvkit_src/gutil/thread.h'],0.857142857142857,5,9,7,depthstream-master,vision
0,0,0,6,6,0,0,0,0,0,0,gutil::ThreadData,0,['dstream/middeval/middlebury/cvkit_src/gutil/thread_cpp11.cc'],0,0,0,0,depthstream-master,vision
0,0,0,0,0,0,0,0,0,0,0,version,0,['dstream/middeval/middlebury/cvkit_src/gutil/version.h'],0,0,0,0,depthstream-master,vision
12,1,14,0,1,13,22.5714285714286,7,1,0,2.92857142857143,gvr::CameraCollection,316,"['dstream/middeval/middlebury/cvkit_src/gvr/cameracollection.h', 'dstream/middeval/middlebury/cvkit_src/gvr/cameracollection.cc']",1.07142857142857,207,53,91,depthstream-master,vision
11,2,13,0,2,2,3.92307692307692,7,3,0,1.07692307692308,gvr::ColoredLines,51,"['dstream/middeval/middlebury/cvkit_src/gvr/coloredlines.h', 'dstream/middeval/middlebury/cvkit_src/gvr/coloredlines.cc']",1.23076923076923,12,24,14,depthstream-master,vision
11,3,13,0,1,6,19.7692307692308,5,3,0,2.69230769230769,gvr::ColoredMesh,257,"['dstream/middeval/middlebury/cvkit_src/gvr/coloredmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/coloredmesh.cc']",1.69230769230769,96,64,30,depthstream-master,vision
11,4,13,0,1,5,13.9230769230769,5,2,1,2.07692307692308,gvr::ColoredPointCloud,181,"['dstream/middeval/middlebury/cvkit_src/gvr/coloredpointcloud.h', 'dstream/middeval/middlebury/cvkit_src/gvr/coloredpointcloud.cc']",1.61538461538462,71,52,25,depthstream-master,vision
25,13,26,0,22,5,10.7307692307692,1,0,0,1.69230769230769,gvr::GLCamera,279,"['dstream/middeval/middlebury/cvkit_src/gvr/glcamera.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glcamera.cc']",0.884615384615385,63,123,5,depthstream-master,vision
4,0,6,0,7,5,11.8333333333333,3,3,0,1.33333333333333,gvr::GLColoredLines,71,"['dstream/middeval/middlebury/cvkit_src/gvr/glcoloredlines.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glcoloredlines.cc']",0.666666666666667,27,32,15,depthstream-master,vision
3,0,5,0,8,6,20,3,3,0,2.4,gvr::GLColoredMesh,100,"['dstream/middeval/middlebury/cvkit_src/gvr/glcoloredmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glcoloredmesh.cc']",0.8,55,40,18,depthstream-master,vision
3,2,5,0,8,5,19,3,2,1,2.2,gvr::GLColoredPointCloud,95,"['dstream/middeval/middlebury/cvkit_src/gvr/glcoloredpointcloud.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glcoloredpointcloud.cc']",0.8,50,37,15,depthstream-master,vision
3,1,3,0,0,0,15.6666666666667,3,0,0,1.33333333333333,glmain,47,"['dstream/middeval/middlebury/cvkit_src/gvr/glmain.cc', 'dstream/middeval/middlebury/cvkit_src/gvr/glmain.h']",2.66666666666667,26,3,0,depthstream-master,vision
6,1,6,0,0,0,1,6,0,1,1,gvr::GLListener,6,"['dstream/middeval/middlebury/cvkit_src/gvr/glmain.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glmain.cc']",2.33333333333333,1,6,0,depthstream-master,vision
4,4,6,0,12,7,21.3333333333333,3,2,2,2.66666666666667,gvr::GLMesh,128,"['dstream/middeval/middlebury/cvkit_src/gvr/glmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glmesh.cc']",0.666666666666667,72,53,21,depthstream-master,vision
7,7,7,0,0,2,32.5714285714286,6,0,0,4.28571428571429,glmisc,228,"['dstream/middeval/middlebury/cvkit_src/gvr/glmisc.cc', 'dstream/middeval/middlebury/cvkit_src/gvr/glmisc.h']",1.85714285714286,79,14,12,depthstream-master,vision
1,0,1,0,0,0,2,1,2,0,1,gvr::GLException,2,"['dstream/middeval/middlebury/cvkit_src/gvr/glmisc.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glmisc.cc']",1,2,1,0,depthstream-master,vision
7,8,9,0,1,0,1.33333333333333,9,0,2,1,gvr::GLObject,12,['dstream/middeval/middlebury/cvkit_src/gvr/globject.h'],0.555555555555556,4,10,0,depthstream-master,vision
4,10,6,0,9,3,17,3,1,2,2.16666666666667,gvr::GLPointCloud,102,"['dstream/middeval/middlebury/cvkit_src/gvr/glpointcloud.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glpointcloud.cc']",0.666666666666667,44,39,9,depthstream-master,vision
3,1,5,0,1,1,5.4,4,1,0,1.4,gvr::GLText,27,"['dstream/middeval/middlebury/cvkit_src/gvr/gltext.h', 'dstream/middeval/middlebury/cvkit_src/gvr/gltext.cc']",1.8,19,8,4,depthstream-master,vision
3,0,3,0,2,0,13,1,0,0,2.33333333333333,gvr::GLTextItem,39,"['dstream/middeval/middlebury/cvkit_src/gvr/gltext.h', 'dstream/middeval/middlebury/cvkit_src/gvr/gltext.cc']",1.66666666666667,37,7,0,depthstream-master,vision
3,0,5,0,12,10,38.4,3,3,0,4.2,gvr::GLTexturedMesh,192,"['dstream/middeval/middlebury/cvkit_src/gvr/gltexturedmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/gltexturedmesh.cc']",0.8,112,56,30,depthstream-master,vision
14,1,16,0,18,12,31.1875,3,1,0,5.125,gvr::GLWorld,499,"['dstream/middeval/middlebury/cvkit_src/gvr/glworld.h', 'dstream/middeval/middlebury/cvkit_src/gvr/glworld.cc']",1.25,275,116,36,depthstream-master,vision
19,19,21,0,3,5,15.2857142857143,4,2,3,2.42857142857143,gvr::Mesh,321,"['dstream/middeval/middlebury/cvkit_src/gvr/mesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/mesh.cc']",1.38095238095238,88,90,20,depthstream-master,vision
2,0,2,0,1,2,3.5,2,1,0,1,gvr::TriangleReceiver,7,"['dstream/middeval/middlebury/cvkit_src/gvr/mesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/mesh.cc']",1.5,6,5,4,depthstream-master,vision
3,7,3,4,4,16,118.666666666667,1,0,0,17,model,356,"['dstream/middeval/middlebury/cvkit_src/gvr/model.cc', 'dstream/middeval/middlebury/cvkit_src/gvr/model.h']",2.33333333333333,248,46,16,depthstream-master,vision
2,0,2,0,3,1,5,1,1,0,1,gvr::UInt8Receiver,10,"['dstream/middeval/middlebury/cvkit_src/gvr/model.h', 'dstream/middeval/middlebury/cvkit_src/gvr/model.cc']",2.5,6,9,1,depthstream-master,vision
15,30,17,0,4,3,4.58823529411765,7,0,2,1.35294117647059,gvr::Model,78,"['dstream/middeval/middlebury/cvkit_src/gvr/model.h', 'dstream/middeval/middlebury/cvkit_src/gvr/model.cc']",0.882352941176471,35,41,21,depthstream-master,vision
2,0,2,0,3,1,5,1,1,0,1,gvr::FloatArrayReceiver,10,"['dstream/middeval/middlebury/cvkit_src/gvr/model.h', 'dstream/middeval/middlebury/cvkit_src/gvr/model.cc']",2.5,6,9,1,depthstream-master,vision
2,0,2,0,1,2,5,2,1,0,1,gvr::MultiTextureCoordReceiver,10,"['dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.cc']",1.5,9,5,4,depthstream-master,vision
2,0,2,0,1,2,2.5,2,1,0,1,gvr::MultiTextureIndexReceiver,5,"['dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.cc']",1.5,4,5,4,depthstream-master,vision
0,4,0,2,2,0,0,0,0,0,0,gvr::MultiTexturedMesh::UVT,0,"['dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.cc']",0,0,0,0,depthstream-master,vision
17,2,19,0,3,8,15.2105263157895,3,3,0,2.31578947368421,gvr::MultiTexturedMesh,289,"['dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.h', 'dstream/middeval/middlebury/cvkit_src/gvr/multitexturedmesh.cc']",1.36842105263158,105,92,24,depthstream-master,vision
0,0,0,0,6,0,0,0,0,0,0,gvr::@89::PLYProperty,0,['dstream/middeval/middlebury/cvkit_src/gvr/ply.cc'],0,0,0,0,depthstream-master,vision
