,analizo_acc_mean,analizo_acc_quantile_lower,analizo_acc_quantile_median,analizo_acc_quantile_upper,analizo_accm_mean,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_accm_quantile_upper,analizo_amloc_mean,analizo_amloc_quantile_lower,analizo_amloc_quantile_median,analizo_amloc_quantile_upper,analizo_anpm_mean,analizo_anpm_quantile_lower,analizo_anpm_quantile_median,analizo_anpm_quantile_upper,analizo_cbo_mean,analizo_cbo_quantile_lower,analizo_cbo_quantile_median,analizo_cbo_quantile_upper,analizo_dit_mean,analizo_dit_quantile_lower,analizo_dit_quantile_median,analizo_dit_quantile_upper,analizo_lcom4_mean,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_median,analizo_lcom4_quantile_upper,analizo_mmloc_mean,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_median,analizo_mmloc_quantile_upper,analizo_noa_mean,analizo_noa_quantile_lower,analizo_noa_quantile_median,analizo_noa_quantile_upper,analizo_noc_mean,analizo_noc_quantile_lower,analizo_noc_quantile_median,analizo_noc_quantile_upper,analizo_nom_mean,analizo_nom_quantile_lower,analizo_nom_quantile_median,analizo_nom_quantile_upper,analizo_npa_mean,analizo_npa_quantile_lower,analizo_npa_quantile_median,analizo_npa_quantile_upper,analizo_npm_mean,analizo_npm_quantile_lower,analizo_npm_quantile_median,analizo_npm_quantile_upper,analizo_rfc_mean,analizo_rfc_quantile_lower,analizo_rfc_quantile_median,analizo_rfc_quantile_upper,analizo_sc_mean,analizo_sc_quantile_lower,analizo_sc_quantile_median,analizo_sc_quantile_upper,folder,category,agent_type,type
157,2.47058823529,1.0,1.0,2.0,1.77492737189,1.12316176471,1.6125,2.125,8.80592956282,4.5,7.708333333330001,10.625,0.677613669445,0.440476190476,0.623737373737,1.0,2.55882352941,0.0,2.0,3.0,0.176470588235,0.0,0.0,0.0,3.83823529412,2.0,3.0,5.25,19.6911764706,8.5,18.0,24.25,3.14705882353,1.0,2.0,4.0,0.176470588235,0.0,0.0,0.0,8.602941176469999,4.0,7.0,11.0,0.16176470588199998,0.0,0.0,0.0,6.60294117647,3.0,5.0,9.25,23.794117647100002,10.0,18.0,33.25,13.5294117647,0.0,5.0,10.0,0,Security,non-agent,git-hub
159,3.18300653595,0.0,0.0,2.0,1.8872014307,1.0,1.0,2.0,8.6895474715,3.0,4.16666666667,9.77450980392,1.10507136779,0.714285714286,1.0,1.33333333333,1.83006535948,0.0,1.0,2.0,2.07625272331,0.0,1.0,4.0,2.8344226579500003,1.0,2.0,3.0,26.6034858388,3.0,7.0,17.0,3.16993464052,0.0,1.0,3.0,0.614379084967,0.0,0.0,0.0,7.0065359477100015,1.0,2.0,6.0,1.09150326797,0.0,0.0,0.0,4.9607843137300005,1.0,2.0,5.0,25.976034858400002,3.0,8.0,18.0,6.23529411765,0.0,2.0,6.0,0,Mobile,non-agent,git-hub
160,0.333333333333,0.0,0.0,0.75,1.55653035366,1.0,1.24561403509,1.675,8.88812935116,3.723684210530001,7.680555555560001,11.642857142899999,0.495581314397,0.0,0.333333333333,1.0,0.3,0.0,0.0,0.0,0.366666666667,0.0,0.0,1.0,4.06666666667,1.0,2.0,3.75,18.7,6.0,15.0,25.75,2.63333333333,0.0,1.5,3.75,0.0333333333333,0.0,0.0,0.0,7.033333333330001,1.0,3.5,8.75,0.3,0.0,0.0,0.0,5.0,1.0,2.0,5.75,15.0333333333,1.25,6.5,25.25,0.533333333333,0.0,0.0,0.0,0,Mobile,non-agent,git-hub
161,0.298507462687,0.0,0.0,0.0,1.45336218718,1.0,1.0,1.66666666667,10.4804982232,4.0,7.0,13.96875,0.974240843757,0.5,1.0,1.16761363636,0.30348258706500003,0.0,0.0,0.0,0.768656716418,1.0,1.0,1.0,1.71393034826,1.0,1.0,2.0,16.1243781095,4.0,11.0,22.0,2.04975124378,0.0,1.0,3.0,0.044776119403,0.0,0.0,0.0,2.81592039801,1.0,2.0,4.0,0.186567164179,0.0,0.0,0.0,2.08955223881,1.0,1.0,2.0,7.29104477612,1.0,4.0,9.0,0.65671641791,0.0,0.0,0.0,0,Mobile,non-agent,git-hub
162,1.18461538462,0.0,1.0,2.0,1.83874406515,1.0,1.0,1.7692307692299998,7.38882626727,1.0,3.9375,7.125,1.15140892096,0.615384615385,1.0,1.4375,1.01538461538,0.0,0.0,1.0,0.446153846154,0.0,0.0,1.0,4.4,1.0,1.0,4.0,20.6153846154,1.0,6.0,16.0,6.53846153846,0.0,1.0,6.0,0.246153846154,0.0,0.0,0.0,9.2,1.0,4.0,8.0,3.4923076923100003,0.0,0.0,0.0,7.78461538462,1.0,3.0,8.0,24.9230769231,1.0,8.0,24.0,9.87692307692,0.0,0.0,2.0,0,Mobile,non-agent,git-hub
163,1.11688311688,0.0,0.0,2.0,1.07959464778,1.0,1.0,1.0,6.47353259268,3.0,5.33333333333,8.2,0.498323213583,0.0,0.2,1.0,1.1038961039,0.0,0.0,2.0,0.519480519481,0.0,0.0,1.0,3.44155844156,1.0,1.0,3.0,11.6103896104,3.0,7.0,16.0,2.31168831169,0.0,2.0,4.0,0.038961038961,0.0,0.0,0.0,4.5974025974,1.0,3.0,5.0,0.155844155844,0.0,0.0,0.0,3.58441558442,1.0,2.0,4.0,10.6103896104,2.0,6.0,14.0,6.792207792209999,0.0,0.0,5.0,0,Mobile,non-agent,git-hub
164,1.25641025641,0.0,1.0,1.0,1.5015599279299998,1.0,1.2,1.95833333333,7.08282590104,4.0,6.44444444444,9.13909774436,0.552947580984,0.0,0.28571428571400004,0.944444444444,1.33333333333,0.0,1.0,1.0,0.717948717949,0.0,1.0,1.0,2.0,1.0,2.0,3.0,15.7435897436,4.0,10.0,21.0,2.2820512820500003,0.0,1.0,4.0,0.358974358974,0.0,0.0,0.0,6.358974358969999,1.0,4.0,7.0,0.230769230769,0.0,0.0,0.0,5.7435897435899985,1.0,4.0,6.0,20.0512820513,3.0,10.0,19.0,3.15384615385,0.0,1.0,3.0,0,Mobile,non-agent,git-hub
166,2.42475386779,0.0,0.0,2.0,2.18591224205,1.0,1.0,1.875,14.755049845799999,4.0,5.5,10.946808510599999,1.41126299003,0.914285714286,1.05,2.0,2.33614627286,0.0,1.0,3.0,0.399437412096,0.0,0.0,1.0,7.202531645569999,1.0,2.0,6.0,40.7130801688,4.0,8.0,30.0,1.41912798875,0.0,0.0,2.0,0.241912798875,0.0,0.0,0.0,10.0112517581,1.0,3.0,9.0,0.6202531645570001,0.0,0.0,0.0,8.73839662447,1.0,3.0,8.0,32.0450070323,2.0,6.0,20.5,69.7299578059,0.0,1.0,10.0,0,Mobile,non-agent,git-hub
169,2.48484848485,0.0,0.0,1.0,1.85843739594,1.4,1.66666666667,2.33333333333,15.704961705,7.0,15.0,23.0,1.75573425113,1.33333333333,2.0,2.14285714286,3.0,1.0,3.0,5.0,1.21212121212,0.0,1.0,2.0,4.0909090909099985,2.0,3.0,3.0,38.3636363636,22.0,36.0,53.0,2.9696969697,1.0,2.0,3.0,0.515151515152,0.0,0.0,0.0,7.333333333330001,3.0,4.0,6.0,1.42424242424,0.0,0.0,1.0,4.72727272727,3.0,3.0,4.0,26.8787878788,18.0,22.0,28.0,11.0,1.0,10.0,15.0,0,Mobile,non-agent,git-hub
170,1.00884955752,0.0,0.0,1.0,1.80680118497,1.0,1.33333333333,2.05555555556,11.0708287456,3.25,6.666666666669999,14.5,1.0419102432,0.666666666667,1.0,1.32857142857,1.2212389380500002,0.0,1.0,2.0,0.70796460177,0.0,1.0,1.0,3.16814159292,1.0,2.0,3.0,27.451327433600007,4.0,11.0,34.0,4.7610619469,1.0,2.0,5.0,0.194690265487,0.0,0.0,0.0,6.3893805309700005,2.0,4.0,6.0,0.29203539823,0.0,0.0,0.0,4.93805309735,1.0,3.0,6.0,21.592920354,4.0,11.0,24.0,4.78761061947,0.0,1.0,4.0,0,Mobile,non-agent,git-hub
172,1.53488372093,0.0,1.0,2.5,1.53262366339,1.0,1.05,1.91666666667,7.4639639772000015,3.0,5.0,11.875,1.08501940946,0.7321428571430001,1.0,1.25324675325,1.58139534884,0.0,0.0,3.0,0.860465116279,1.0,1.0,1.0,3.06976744186,1.0,2.0,3.5,15.8604651163,3.0,7.0,26.0,2.6976744186,0.0,0.0,5.0,0.186046511628,0.0,0.0,0.0,5.11627906977,1.5,3.0,6.5,0.232558139535,0.0,0.0,0.0,4.186046511630002,1.0,2.0,6.0,15.418604651199999,2.0,7.0,22.5,4.3023255814,0.0,0.0,6.0,0,Mobile,non-agent,git-hub
173,1.17948717949,0.0,0.0,2.0,2.43592251077,1.0,1.1034482758600002,1.875,14.4004773698,4.472222222219999,6.0,11.833333333299999,1.2343407869299998,0.828571428571,1.0,1.32575757576,1.17948717949,0.0,1.0,2.0,0.282051282051,0.0,0.0,1.0,4.564102564100001,2.0,3.0,6.5,28.205128205100003,7.5,12.0,25.0,2.82051282051,1.0,2.0,3.0,0.230769230769,0.0,0.0,0.0,10.435897435900001,3.5,7.0,8.5,1.30769230769,0.0,0.0,2.0,9.05128205128,3.0,5.0,7.0,27.3846153846,8.5,13.0,23.5,4.4871794871800015,0.0,3.0,6.0,0,Mobile,non-agent,git-hub
175,2.26168224299,0.0,1.0,2.0,1.53261023845,1.0,1.0,1.75,9.71313693349,4.0,8.42857142857,13.3125,0.955005051078,0.426767676768,0.923076923077,1.42222222222,2.1214953271,0.0,1.0,4.0,0.915887850467,0.0,1.0,1.0,3.1962616822400003,1.0,2.0,4.0,22.3644859813,5.0,16.0,31.0,3.8691588785,0.0,2.0,5.5,0.383177570093,0.0,0.0,0.0,7.383177570089999,2.0,4.0,10.0,0.532710280374,0.0,0.0,1.0,5.05607476636,1.0,3.0,6.0,22.8691588785,4.0,13.0,31.0,8.90654205607,0.0,2.0,8.0,0,Mobile,non-agent,git-hub
176,1.5625,0.0,1.5,3.0,1.73572324354,1.0,1.3125,2.08035714286,9.251993755119999,3.2375,9.0,14.368243243199997,0.7840450231080001,0.107142857143,0.477272727273,0.7068181818179999,1.375,0.0,0.5,2.0,0.5625,0.0,1.0,1.0,4.625,1.0,3.0,4.25,36.6875,6.25,19.5,55.75,6.5625,2.0,3.5,6.25,0.1875,0.0,0.0,0.0,9.0,3.75,5.0,10.25,0.8125,0.0,0.5,1.0,6.8125,3.75,4.0,8.5,27.0625,4.75,14.5,28.5,17.0625,0.0,0.5,3.0,0,Mobile,non-agent,git-hub
177,0.794117647059,0.0,0.0,1.0,1.84110570802,1.0,1.54166666667,2.2120879120900003,10.6009268917,4.0,10.495726495700001,14.848484848499998,0.956172830438,0.551948051948,0.833333333333,1.2107142857100002,1.02941176471,0.0,0.0,1.0,0.588235294118,0.0,1.0,1.0,1.97058823529,1.0,2.0,2.0,31.3235294118,6.0,27.5,48.75,7.794117647060001,1.25,4.0,13.75,0.0294117647059,0.0,0.0,0.0,7.6176470588199985,2.0,6.5,11.75,0.294117647059,0.0,0.0,0.0,4.76470588235,1.25,4.0,7.0,30.9117647059,5.25,17.5,43.5,2.32352941176,0.0,0.0,2.75,0,Mobile,non-agent,git-hub
180,1.83516483516,0.0,1.0,2.0,1.66366782164,1.0,1.33333333333,2.0,7.5361395918,3.33333333333,5.85714285714,8.825,0.8930307000130001,0.5590277777780001,1.0,1.08846153846,1.67032967033,0.0,0.0,3.0,0.802197802198,0.0,1.0,1.0,3.38461538462,1.0,3.0,5.0,19.4395604396,5.0,11.0,26.5,2.94505494505,0.0,1.0,3.5,0.32967032967,0.0,0.0,0.0,6.65934065934,2.0,5.0,9.5,0.846153846154,0.0,0.0,0.0,5.2197802197800005,2.0,4.0,7.0,18.5164835165,4.0,11.0,28.5,7.58241758242,0.0,0.0,10.0,0,Mobile,non-agent,git-hub
182,0.98828125,0.0,0.0,1.0,1.69139897006,1.0,1.1291666666700002,2.0,38.9731489294,4.72916666667,13.041666666700001,22.5535714286,0.791054623979,0.25,0.625,1.0,0.9765625,0.0,0.0,2.0,0.8359375,0.0,1.0,1.0,4.109375,1.0,2.0,4.0,58.89453125,10.0,26.5,60.0,4.5078125,0.75,3.0,6.0,0.19140625,0.0,0.0,0.0,6.6796875,2.0,4.0,8.25,0.13671875,0.0,0.0,0.0,4.484375,1.0,2.0,5.0,15.640625,2.75,7.0,23.0,5.421875,0.0,0.0,4.0,0,Mobile,non-agent,git-hub
183,0.933333333333,0.0,0.0,1.0,3.0758371869700003,1.0,1.67857142857,3.0,15.4965668695,1.0,9.5,13.0,1.04594455786,0.3125,0.714285714286,1.44,1.11111111111,0.0,0.0,1.0,0.533333333333,0.0,1.0,1.0,4.91111111111,1.0,2.0,5.0,31.8888888889,1.0,16.0,43.0,4.66666666667,0.0,1.0,5.0,0.0,0.0,0.0,0.0,11.488888888900002,2.0,5.0,16.0,1.11111111111,0.0,0.0,0.0,7.755555555560001,1.0,3.0,10.0,37.8666666667,5.0,17.0,41.0,3.77777777778,0.0,0.0,2.0,0,Mobile,non-agent,git-hub
185,1.31687242798,0.0,1.0,1.0,2.10277104113,1.0,1.5,2.16666666667,11.0977138259,4.33333333333,8.666666666669999,15.45,1.2044558293799998,0.7321428571430001,1.2,1.35416666667,1.3621399177000002,0.0,1.0,1.5,0.893004115226,0.0,1.0,1.0,3.79835390947,1.0,3.0,6.0,29.0987654321,6.5,17.0,35.0,4.03703703704,0.0,2.0,5.0,0.144032921811,0.0,0.0,0.0,6.168724279839998,2.0,6.0,8.0,1.01234567901,0.0,0.0,0.0,5.205761316869999,2.0,4.0,6.0,16.5637860082,5.0,9.0,19.0,5.79835390947,0.0,1.0,6.0,0,Mobile,non-agent,git-hub
187,0.944444444444,0.0,1.0,1.0,1.54667688279,1.0,1.52727272727,2.0,9.84178866401,4.1428571428600005,6.858333333330001,13.3636363636,1.4502738002700002,0.8928571428569999,1.30555555556,1.97727272727,0.888888888889,0.0,0.0,1.0,0.611111111111,0.0,1.0,1.0,2.55555555556,1.0,2.0,3.0,30.555555555599998,6.5,19.5,48.0,6.55555555556,1.0,3.0,8.75,0.111111111111,0.0,0.0,0.0,8.27777777778,2.25,5.5,11.75,0.222222222222,0.0,0.0,0.0,5.44444444444,2.0,4.0,7.0,29.0,4.25,22.5,33.5,2.83333333333,0.0,0.0,4.0,0,Mobile,non-agent,git-hub
190,1.27430555556,0.0,0.0,0.0,1.25908388715,1.0,1.0,1.0,3.62677633779,1.0,1.0,1.9375,1.76352711745,0.8,1.25,2.5,1.0,0.0,0.0,1.0,0.529513888889,0.0,0.0,1.0,8.446180555560003,2.0,3.0,9.0,7.90798611111,1.0,1.0,4.0,3.11631944444,0.0,0.0,2.0,0.366319444444,0.0,0.0,0.0,9.210069444439998,2.0,4.0,10.0,2.14583333333,0.0,0.0,0.0,8.78125,2.0,4.0,9.0,14.8350694444,2.0,6.0,13.0,10.963541666700001,0.0,0.0,2.0,0,Mobile,non-agent,git-hub
191,2.1632996633,0.0,0.0,1.0,1.45426470711,1.0,1.0,1.35714285714,9.706848802669999,3.2,5.63333333333,10.65625,0.8625461884829999,0.5,0.666666666667,1.0,2.32323232323,0.0,1.0,3.0,1.02356902357,0.0,1.0,2.0,3.45117845118,1.0,2.0,4.0,23.6111111111,4.0,11.0,24.0,3.27441077441,0.0,1.0,4.0,0.530303030303,0.0,0.0,0.0,7.0858585858600005,2.0,4.0,7.0,0.611111111111,0.0,0.0,0.0,5.31313131313,1.0,2.0,5.75,27.483164983200002,4.0,11.0,24.0,8.97306397306,0.0,2.0,9.0,0,Mobile,non-agent,git-hub
192,0.5,0.0,0.0,1.0,1.70336399069,1.0,1.57983193277,2.0,11.113867255499999,4.625,7.09453781513,12.85,0.988650901381,0.5666666666669999,0.788888888889,1.26785714286,0.396551724138,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.03448275862,2.0,4.0,7.0,26.344827586199997,10.0,18.5,37.0,3.03448275862,1.0,2.0,4.75,0.137931034483,0.0,0.0,0.0,8.03448275862,2.25,6.0,10.75,0.137931034483,0.0,0.0,0.0,6.9137931034500015,2.0,5.0,10.0,15.7586206897,4.25,12.0,22.0,2.05172413793,0.0,0.0,4.0,0,Mobile,non-agent,git-hub
194,1.03225806452,0.0,0.0,1.5,1.74983499757,1.0,1.5,2.125,8.99460819273,3.83928571429,7.1,12.75,0.750242102222,0.315384615385,0.529411764706,1.0,1.09677419355,0.0,0.0,1.5,0.290322580645,0.0,0.0,1.0,3.1935483871,1.0,2.0,4.0,21.5161290323,4.0,13.0,25.5,3.48387096774,0.0,1.0,5.0,0.0322580645161,0.0,0.0,0.0,7.48387096774,2.0,4.0,10.5,0.0967741935484,0.0,0.0,0.0,6.354838709680001,2.0,3.0,8.0,21.9677419355,3.0,11.0,26.5,4.51612903226,0.0,0.0,4.0,0,Mobile,non-agent,git-hub
195,0.7727272727269999,0.0,1.0,1.0,1.60860553588,1.0,1.37142857143,2.25,7.803010625739999,4.46428571429,6.53571428571,9.83181818182,1.22524596616,0.666666666667,1.0,1.90404040404,0.8181818181820001,0.0,0.0,1.75,0.545454545455,0.0,0.0,1.0,1.81818181818,1.0,1.0,2.0,16.0909090909,5.75,12.0,17.75,3.68181818182,1.0,2.5,4.75,0.0909090909091,0.0,0.0,0.0,5.818181818180001,2.0,5.0,8.5,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.75,18.1818181818,4.0,13.0,26.25,1.5,0.0,0.0,1.75,0,Mobile,non-agent,git-hub
198,0.0909090909091,0.0,0.0,0.0,2.2020202020200004,1.0,1.0,3.375,27.2765151515,12.0,19.125,35.6666666667,1.0303030303,0.416666666667,1.0,1.625,0.0909090909091,0.0,0.0,0.0,0.181818181818,0.0,0.0,0.0,2.72727272727,1.0,1.0,2.0,59.9090909091,12.0,39.0,88.5,6.181818181819999,0.0,5.0,9.0,0.0,0.0,0.0,0.0,4.63636363636,1.5,3.0,6.0,0.545454545455,0.0,0.0,0.5,4.45454545455,1.5,3.0,6.0,17.0909090909,2.5,15.0,21.5,0.181818181818,0.0,0.0,0.0,0,Mobile,non-agent,git-hub
202,1.17322834646,0.0,1.0,2.0,1.95031684968,1.0,1.16666666667,2.26785714286,9.14855518995,3.0,4.8,8.5,1.16447891182,0.594642857143,1.0,1.62019230769,0.992125984252,0.0,0.0,1.0,0.535433070866,0.0,0.0,1.0,2.94488188976,1.0,2.0,3.0,20.0078740157,3.0,8.0,23.5,2.81102362205,0.0,1.0,4.0,0.173228346457,0.0,0.0,0.0,7.62992125984,2.0,4.0,8.5,0.889763779528,0.0,0.0,1.0,6.41732283465,1.0,3.0,7.0,21.645669291300006,3.0,9.0,25.0,4.1968503937,0.0,0.0,2.5,0,Mobile,non-agent,git-hub
203,0.739130434783,0.0,0.0,1.0,1.30024282664,1.0,1.0,1.44090909091,5.9527939824699985,3.6875,5.28571428571,7.84285714286,1.0194791628,0.5,0.8375,1.3214285714299998,0.782608695652,0.0,0.0,1.0,0.739130434783,0.0,1.0,1.0,3.34782608696,1.0,2.0,4.0,15.804347826099999,5.0,10.5,17.75,6.21739130435,1.0,3.0,5.75,0.239130434783,0.0,0.0,0.0,9.369565217389999,3.0,5.5,11.0,0.586956521739,0.0,0.0,0.0,5.60869565217,2.0,4.0,6.0,32.3043478261,5.25,10.0,30.75,2.95652173913,0.0,0.0,2.0,0,Mobile,non-agent,git-hub
204,2.71473354232,0.0,1.0,2.0,1.69034215716,1.0,1.25,2.0,8.1806930804,3.16666666667,6.0,11.0,1.08538973298,0.6519607843140001,1.0,1.42142857143,2.34952978056,0.0,0.0,3.0,1.0078369906,0.0,1.0,1.0,2.76959247649,1.0,2.0,3.0,23.9843260188,4.0,11.5,28.0,3.75862068966,0.0,2.0,5.0,0.489028213166,0.0,0.0,0.0,7.63322884013,2.0,4.0,8.0,0.590909090909,0.0,0.0,0.0,5.5407523511,1.0,3.0,6.0,26.6739811912,3.0,11.0,27.0,9.073667711599999,0.0,0.0,6.0,0,Mobile,non-agent,git-hub
205,1.64248704663,0.0,0.0,0.0,2.57541894415,1.0,1.8,3.0,17.3451717027,7.0,11.4285714286,23.0,0.448402028811,0.0,0.0,0.6875,1.01554404145,0.0,1.0,2.0,1.33678756477,1.0,1.0,2.0,2.17616580311,1.0,1.0,1.0,25.0880829016,7.0,13.0,30.0,0.725388601036,0.0,0.0,0.0,0.7150259067360001,0.0,0.0,0.0,3.20207253886,1.0,1.0,2.0,0.212435233161,0.0,0.0,0.0,2.55440414508,1.0,1.0,2.0,8.53886010363,1.0,3.0,7.0,4.88601036269,0.0,1.0,2.0,0,Mobile,non-agent,git-hub
206,0.921296296296,0.0,0.0,1.0,1.1442791693,1.0,1.0,1.0,5.12949211812,2.0,3.5,6.0,0.8858061071700001,0.25,0.75,1.33333333333,0.689814814815,0.0,0.0,1.0,0.611111111111,0.0,0.0,1.0,2.43981481481,1.0,2.0,3.0,8.694444444439997,3.0,5.0,10.0,1.36574074074,0.0,1.0,2.0,0.421296296296,0.0,0.0,0.0,3.62037037037,2.0,2.0,4.0,0.037037037037,0.0,0.0,0.0,2.43981481481,1.0,2.0,3.0,8.53240740741,2.0,5.0,10.0,1.77314814815,0.0,0.0,2.0,0,Mobile,non-agent,git-hub
207,1.23046875,0.0,0.0,2.0,1.92205255995,1.0,1.25,2.05133928571,13.1615579091,3.65,7.944444444439999,14.7976190476,0.957971180746,0.5,0.8,1.175,1.27734375,0.0,1.0,2.0,0.609375,0.0,1.0,1.0,3.25,1.0,2.0,4.0,25.359375,5.0,16.0,33.0,3.05859375,0.0,2.0,4.0,0.16015625,0.0,0.0,0.0,6.125,3.0,4.0,7.0,0.3203125,0.0,0.0,0.0,4.24609375,1.0,3.0,5.0,15.6875,4.0,9.5,21.0,4.38671875,0.0,1.0,4.25,0,Mobile,non-agent,git-hub
209,1.13698630137,0.0,1.0,1.0,2.0151824623900003,1.0,1.62962962963,2.5,10.5167394632,3.8,7.0,16.139534883699998,1.25411000592,0.8571428571430001,1.0,1.66666666667,1.06849315068,0.0,1.0,1.0,0.630136986301,0.0,1.0,1.0,4.46575342466,1.0,3.0,5.0,30.369863013699998,5.0,13.0,38.0,5.6438356164400005,1.0,2.0,8.0,0.164383561644,0.0,0.0,0.0,8.95890410959,2.0,4.0,10.0,1.46575342466,0.0,0.0,0.0,5.6301369863,1.0,3.0,7.0,29.342465753400003,4.0,8.0,23.0,5.726027397259999,0.0,1.0,5.0,0,Mobile,non-agent,git-hub
210,3.18541666667,0.0,1.0,2.0,2.02143204934,1.0,1.33333333333,2.7142857142900003,12.7725720694,4.0,7.0,15.9836956522,0.631338714444,0.0,0.375,1.0,3.29583333333,1.0,1.0,5.0,1.59166666667,1.0,1.0,3.0,2.775,1.0,1.0,3.0,30.2791666667,4.0,15.0,46.25,4.29166666667,1.0,3.0,6.0,0.647916666667,0.0,0.0,0.0,6.03958333333,1.0,4.0,9.0,1.65625,0.0,1.0,1.0,4.18958333333,0.0,3.0,7.0,23.9270833333,2.0,18.0,34.0,11.55,1.0,2.0,15.0,0,Mobile,non-agent,git-hub
211,1.06,0.0,0.0,1.0,1.3276131491,1.0,1.0,1.48214285714,8.27956398542,3.91666666667,7.3961038961,11.84375,1.14624245715,0.8115384615379999,1.0,1.5,1.4,0.0,0.5,2.0,0.72,0.0,1.0,1.0,2.38,1.0,2.0,3.0,17.4,6.0,13.0,23.0,4.58,0.0,1.0,4.0,0.12,0.0,0.0,0.0,8.56,2.25,5.0,8.75,0.92,0.0,0.0,0.0,6.14,2.0,4.0,7.0,27.86,6.0,10.0,25.75,4.82,0.0,1.0,4.0,0,Mobile,non-agent,git-hub
213,0.4,0.0,0.0,1.0,2.36169697623,1.0,1.2,2.16666666667,23.293601881799997,6.0,12.666666666700001,27.0,0.976322775264,0.8,1.0,1.33333333333,0.48,0.0,0.0,1.0,0.64,0.0,1.0,1.0,2.2,1.0,1.0,3.0,62.2,9.0,30.0,73.0,6.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,5.12,1.0,5.0,6.0,0.72,0.0,0.0,0.0,4.6,1.0,5.0,6.0,17.24,6.0,16.0,24.0,1.16,0.0,0.0,2.0,0,Mobile,non-agent,git-hub
214,1.44864864865,0.0,0.0,1.0,1.26580582832,1.0,1.0,1.16666666667,6.30261404582,3.0,3.80769230769,6.6,0.713149403162,0.0,0.6,1.0,1.35135135135,0.0,1.0,2.0,0.318918918919,0.0,0.0,1.0,3.80540540541,1.0,1.0,3.0,12.9297297297,4.0,6.0,12.0,1.63783783784,0.0,1.0,2.0,0.297297297297,0.0,0.0,0.0,10.0,3.0,5.0,10.0,0.162162162162,0.0,0.0,0.0,8.99459459459,2.0,4.0,9.0,28.221621621599997,6.0,14.0,30.0,4.12432432432,0.0,1.0,3.0,0,Mobile,non-agent,git-hub
217,0.916666666667,0.0,1.0,1.0,1.31513533653,1.0,1.0,1.4,6.87245133715,1.0,5.25,10.233333333300001,0.8744165864360001,0.4,0.75,1.0,1.16666666667,0.0,0.0,2.0,0.507575757576,0.0,0.5,1.0,3.97727272727,1.0,2.0,5.0,14.9318181818,1.0,7.5,17.25,4.5,0.0,2.0,6.0,0.17424242424199998,0.0,0.0,0.0,6.6363636363600005,2.0,5.0,9.0,1.95454545455,0.0,0.0,2.0,5.840909090909999,2.0,4.0,8.0,24.303030303000003,4.0,9.0,36.25,7.143939393939999,0.0,0.0,4.0,0,Mobile,non-agent,git-hub
218,1.31111111111,0.0,1.0,2.0,1.3704761904799998,1.0,1.0,1.5,6.6640191598500005,3.66666666667,5.875,7.9375,1.15229076479,0.666666666667,1.0,1.4047619047600002,1.08888888889,0.0,0.0,2.0,1.1,0.25,1.0,2.0,2.05555555556,1.0,1.0,2.0,13.811111111099999,4.0,8.0,14.0,3.2,0.0,1.0,5.0,0.35555555555600005,0.0,0.0,0.0,4.62222222222,2.0,3.0,6.0,0.577777777778,0.0,0.0,0.0,2.92222222222,1.0,2.0,3.0,14.0,2.25,7.5,13.0,2.2888888888900003,0.0,0.0,3.75,0,Mobile,non-agent,git-hub
220,1.23163841808,0.0,0.0,1.0,1.61179249664,1.0,1.0,1.1,7.12612615267,1.0,3.0,7.3,0.99076169133,0.0,0.75,1.5,1.76271186441,0.0,0.0,1.0,0.0960451977401,0.0,0.0,0.0,2.68926553672,1.0,1.0,2.0,14.011299435,1.0,4.0,10.0,1.77966101695,0.0,0.0,2.0,0.101694915254,0.0,0.0,0.0,3.96610169492,1.0,2.0,3.0,1.58757062147,0.0,0.0,2.0,3.80225988701,1.0,2.0,3.0,11.214689265499999,1.0,3.0,9.0,10.3785310734,0.0,0.0,2.0,0,Ide,non-agent,git-hub
221,1.11764705882,0.0,1.0,1.0,1.95948234999,1.0,1.5,2.33333333333,10.0457179273,4.0,7.2,13.0,0.886168552026,0.5,0.833333333333,1.08333333333,1.1529411764700002,0.0,1.0,1.0,0.447058823529,0.0,0.0,1.0,3.4705882352900006,1.0,2.0,4.0,33.4941176471,5.0,17.0,35.0,4.31764705882,0.0,2.0,5.0,0.211764705882,0.0,0.0,0.0,9.588235294119999,2.0,4.0,11.0,0.7294117647059999,0.0,0.0,0.0,7.694117647060001,2.0,4.0,8.0,33.2705882353,4.0,10.0,27.0,5.811764705880001,0.0,1.0,4.0,0,Ide,non-agent,git-hub
